FID,t_nr,vejnavn,beskrivelse,husnummer,taellested_type,kode_type,spolestation_type,ogc_fid,wkb_geometry
taellestationer.1341,10104,WILDERSGADE,TRAFIK,34,Øvrige,100.0,,1341,POINT (12.590376838500351 55.673374736172185)
taellestationer.1342,10105,GOTHERSGADE,FOD,115,Øvrige,100.0,,1342,POINT (12.574485199883847 55.68427809709984)
taellestationer.1343,10106,CENTERPARKEN,OPHOLD,34,Øvrige,100.0,,1343,POINT (12.488370034350472 55.65459116241071)
taellestationer.1344,10107,KALVEBOD BRYGGE/BØLGEN,OPHOLD,,Øvrige,100.0,,1344,POINT (12.575060910165593 55.66898574086865)
taellestationer.1345,10108,NYBROGADE,,22,Øvrige,100.0,,1345,POINT (12.576096831360365 55.676261898967994)
taellestationer.1346,10109,BELVEDEREBROEN,,,Øvrige,100.0,,1346,POINT (12.553151883680954 55.65596556889659)
taellestationer.1347,10110,BERNSTOFFSGADE,FOD,4,Andre faste tællinger,3.0,,1347,POINT (12.564963255557165 55.673903153779776)
taellestationer.1348,10111,FREDERIKSBORGGADE,FOD,37,Øvrige,100.0,,1348,POINT (12.566525321265258 55.6855308077827)
taellestationer.1349,10112,FREDERIKSHOLMS KANAL,FOD,12,Øvrige,100.0,,1349,POINT (12.576122739033346 55.67500432855457)
taellestationer.1350,10113,FREDERIKSHOLMS KANAL,FOD,28A,Øvrige,100.0,,1350,POINT (12.57811522822455 55.6733649561048)
taellestationer.1351,10114,FREDERIKSHOLMS KANAL,OPHOLD,-,Øvrige,100.0,,1351,POINT (12.577163539120773 55.67426130937709)
taellestationer.1352,10115,GOTHERSGADE,FOD,3,Øvrige,100.0,,1352,POINT (12.584931929327317 55.681480310256525)
taellestationer.1353,10116,LITAUENS PLADS - PLADS,,-,Øvrige,100.0,,1353,POINT (12.552638389961546 55.66772877692832)
taellestationer.1354,10117,NYBROGADE,OPHOLD,,Øvrige,100.0,,1354,POINT (12.576625199777514 55.676586706774614)
taellestationer.1355,10118,SANKT ANNÆ PLADS,,5,Øvrige,100.0,,1355,POINT (12.589371505749039 55.68223509899562)
taellestationer.1356,10119,TAPPERITORVET,OPHOLD,,Øvrige,100.0,,1356,POINT (12.53645193132671 55.663707908285765)
taellestationer.1357,10120,"TORVEGADE, VED RAVELINEN",FOD,,Øvrige,100.0,,1357,POINT (12.59524647045448 55.670274108752125)
taellestationer.1358,10121,VENDERSGADE,FOD,16,Øvrige,100.0,,1358,POINT (12.566758507000928 55.68459146080963)
taellestationer.1359,10122,PEBLINGE SØDT OM,Rundt om Peblinge Sø,,Øvrige,100.0,,1359,POINT (12.56150618017001 55.6844915304919)
taellestationer.1360,10123,SANKT JØRGENS SØ - SYD,OPHOLD,,Øvrige,100.0,,1360,POINT (12.557266347551577 55.67614901220704)
taellestationer.1361,10124,BERNSTOFFSGADE,FOD,24,Øvrige,100.0,,1361,POINT (12.567113018790247 55.67184633818916)
taellestationer.1362,10125,SORTEDAM SØ SYD,,,Øvrige,100.0,,1362,POINT (12.567056435672542 55.689288612842844)
taellestationer.1363,10126,SORTEDAM SØ NORD,,,Øvrige,100.0,,1363,POINT (12.57465294705322 55.694655428795016)
taellestationer.1364,10127,HALMTORVET,FOD,21,Øvrige,100.0,,1364,POINT (12.557996527753566 55.66906619678808)
taellestationer.1365,10128,VALBY LANGGADE,Ø.f. Langgade Station,126,Øvrige,100.0,,1365,POINT (12.504911114033156 55.66666324681025)
taellestationer.1366,10129,SANKT JØRGENS SØ,,,Øvrige,100.0,,1366,POINT (12.558404441264038 55.67965201674496)
taellestationer.1367,10130,CENTER BOULEVARD-ARNE JACOBSENS ALLÉ,,-,Øvrige,101.0,,1367,POINT (12.572103725602853 55.63153307630569)
taellestationer.1368,10131,STRANDPROMENADEN,,19,Øvrige,100.0,,1368,POINT (12.583309980721666 55.718149752956286)
taellestationer.1369,10132,LINNÉSGADE,Ved skolen,,Øvrige,100.0,,1369,POINT (12.568681895762447 55.68240788066646)
taellestationer.1370,10133,TUNNEL UNDER LYNGBYVEJ V. RYPARKEN ST.,,,Øvrige,100.0,,1370,POINT (12.558934549353786 55.71549406568639)
taellestationer.1371,10134,NØRREGADE,FOD,40,Øvrige,100.0,,1371,POINT (12.571046110215686 55.682182628766846)
taellestationer.1372,10135,MARMORBROEN,FOD,,Øvrige,100.0,,1372,POINT (12.576740619629756 55.67483011527256)
taellestationer.1373,10136,PRINSENSBRO,FOD,,Øvrige,100.0,,1373,POINT (12.577588857962073 55.674177913913255)
taellestationer.1374,10137,PRINSENSBRO,TRAFIK,,Øvrige,100.0,,1374,POINT (12.577654867943673 55.67423921862359)
taellestationer.1375,10138,TØJHUSGADE,TRAFIK,9,Øvrige,100.0,,1375,POINT (12.578656908352428 55.674606792983205)
taellestationer.1376,10139,HØJBRO,FOD,,Øvrige,100.0,,1376,POINT (12.57982534571173 55.677608097692506)
taellestationer.1377,10140,RIGSDAGSGÅRDEN,FOD,,Øvrige,100.0,,1377,POINT (12.58067754636744 55.67558536256275)
taellestationer.1378,10142,TINGBJERG CYKELSTI,CYKLER,,Øvrige,100.0,,1378,POINT (12.482966347567995 55.723266041427024)
taellestationer.1379,10143,VESTER VOLDGADE,,110,Øvrige,100.0,,1379,POINT (12.578108726642123 55.67185983075031)
taellestationer.1380,10144,HANNEMANNS ALLÉ,,25,Øvrige,100.0,,1380,POINT (12.577299526406986 55.62635112587107)
taellestationer.1381,10145,ØRESTADS BOULEVARD,sf Hannemanns Allé,-,Øvrige,100.0,,1381,POINT (12.577824503982114 55.625583264242124)
taellestationer.1382,10146,STRANDVEJEN,syd for Strandøre,32D,Øvrige,100.0,,1382,POINT (12.577270461827224 55.72137407739207)
taellestationer.1383,10147,SALINGVEJ-RANDBØLVEJ,KRYDS,,Øvrige,101.0,,1383,POINT (12.495904960879255 55.6935205845974)
taellestationer.1384,10148,SALLINGVEJ-ÅBAKKEVEJ,KRYDS,,Øvrige,101.0,,1384,POINT (12.499641528595216 55.692883712613906)
taellestationer.1385,10149,SALLINGVEJ-MORSØVEJ-REBILDVEJ-GYVELVEJ,KRYDS,,Øvrige,101.0,,1385,POINT (12.506902890664449 55.693103807496584)
taellestationer.1386,10150,TØJHUSGADE,FOD,9,Øvrige,100.0,,1386,POINT (12.578791402121581 55.67460228370171)
taellestationer.1387,10151,LINNÉSGADE,,12,Øvrige,100.0,,1387,POINT (12.569577361692945 55.68311969218499)
taellestationer.1388,10152,ALFRED NOBELS BRO,CYK + FOD,,Øvrige,100.0,,1388,POINT (12.555967114060318 55.653255697365324)
taellestationer.1389,10153,BORGBJERGSVEJ,FOD,28/29,Øvrige,100.0,,1389,POINT (12.536528714103385 55.65097113508873)
taellestationer.1390,10154,FREDERIKSSUNDSVEJ,FOD,321/312A,Øvrige,100.0,,1390,POINT (12.473773197549951 55.71142923341995)
taellestationer.1391,10155,ISTEDGADE,FOD,100,Øvrige,100.0,,1391,POINT (12.552195356129229 55.668921292340706)
taellestationer.1392,10156,VESTERBROGADE,FOD,124,Øvrige,100.0,,1392,POINT (12.543474781288985 55.67095808827138)
taellestationer.1393,10156,NØRREBROGADE,FOD,148,Øvrige,100.0,,1393,POINT (12.54826274878456 55.694818544498865)
taellestationer.1394,10157,VALBY LANGGADE,FOD,44B/49B,Øvrige,100.0,,1394,POINT (12.516597995179225 55.66668003293783)
taellestationer.1395,10158,VESTERBROGADE,FOD,34/41,Øvrige,100.0,,1395,POINT (12.556516584739832 55.672560944793815)
taellestationer.1396,10160,CLASSENSGADE,FOD,16,Øvrige,100.0,,1396,POINT (12.581125804939003 55.69651091443957)
taellestationer.1397,10161,JÆGERSBORGGADE,FOD,12/15,Øvrige,100.0,,1397,POINT (12.544856915173208 55.692129492430404)
taellestationer.1398,10162,MOZARTSVEJ,FOD,15/20,Øvrige,100.0,,1398,POINT (12.530587907370792 55.64830479887293)
taellestationer.1399,10163,RYESGADE,FOD,59,Øvrige,100.0,,1399,POINT (12.570098522263004 55.69422217393585)
taellestationer.1400,10164,ØSTERBROGADE,FOD,44/46,Øvrige,100.0,,1400,POINT (12.579889569399835 55.696650555001995)
taellestationer.1401,10165,ÅRHUSGADE,FOD,15,Øvrige,100.0,,1401,POINT (12.579072189188869 55.70610399894847)
taellestationer.1402,10166,LILLE LANGEBRO,cykel- og gangbro ,-,Søsnittet,2.0,,1402,POINT (12.579843934136612 55.67102821877832)
taellestationer.1403,10167,HUSTOFTEVEJ,,4,Øvrige,100.0,,1403,POINT (12.474350855397235 55.71257765901946)
taellestationer.1404,10168,FÆLLEDVEJ,FOD,1/4,Øvrige,100.0,,1404,POINT (12.55986829910906 55.688487715379985)
taellestationer.1405,10169,BORGBJERGSVEJ,FOD,8,Øvrige,100.0,,1405,POINT (12.538436464028333 55.65260753488689)
taellestationer.1406,10170,BORGBJERGSVEJ,FOD,51,Øvrige,100.0,,1406,POINT (12.534963182497544 55.64933829880899)
taellestationer.1407,10171,BYGGEREN - GRÆSPLÆNE,OPHOLD,,Øvrige,100.0,,1407,POINT (12.502635988236685 55.65008625357297)
taellestationer.1408,10172,BYGGEREN - LEGEPLADS,OPHOLD,,Øvrige,100.0,,1408,POINT (12.502789988729669 55.64974163144526)
taellestationer.1409,10173,FÆLLEDPARKEN,CYKL+FODG,,Øvrige,100.0,,1409,POINT (12.570894438060792 55.696425668443126)
taellestationer.1410,10173,ELMEGADE,FOD,8,Øvrige,100.0,,1410,POINT (12.558448890617846 55.68976581992901)
taellestationer.1411,10174,ENGLANDSPARKEN,,,Øvrige,100.0,,1411,POINT (12.602007800032785 55.651257851347175)
taellestationer.1412,10175,FILIPSPARKEN,OPHOLD,,Øvrige,100.0,,1412,POINT (12.617361564112857 55.65387745911558)
taellestationer.1413,10178,KARENS MINDE V. THOMAS KOPPELS ALLÉ,CYKL+FODG,,Øvrige,100.0,,1413,POINT (12.530960063914618 55.64589713236023)
taellestationer.1414,10179,KIRSEBÆRHAVEN,TRAFIK,10,Øvrige,100.0,,1414,POINT (12.503275444518245 55.64937903079857)
taellestationer.1415,10180,KARENS MINDE V. WAGNERSVEJ,CYKL+FODG,,Øvrige,100.0,,1415,POINT (12.529619140351258 55.64710829706535)
taellestationer.1416,10181,SCANDIAGADE,FOD,68,Øvrige,100.0,,1416,POINT (12.53774214924108 55.64960126477536)
taellestationer.1417,10182,SCANDIAGADE,FOD,70,Øvrige,100.0,,1417,POINT (12.537364145394935 55.64953197814127)
taellestationer.1418,10183,VIGERSLEVVEJ,Vigerslevparken indgang ved Folehaven,242,Øvrige,100.0,,1418,POINT (12.48771007861509 55.652330930539954)
taellestationer.1419,10184,VIGERSLEVVEJ,Vigerslevparken indgang ved Kirsebærhaven,310,Øvrige,100.0,,1419,POINT (12.493484889575178 55.64757289020528)
taellestationer.1420,10185,VIGERSLEVPARKEN - V. KIRSEBÆRHAVEN (OPHOLD),OPHOLD,,Øvrige,100.0,,1420,POINT (12.492519599468336 55.647143305749886)
taellestationer.1421,10186,VIGERSLEVVEJ,Vigerslevparken indgang ved Åhaven,282A,Øvrige,100.0,,1421,POINT (12.490346262018098 55.64914445274856)
taellestationer.1422,10187,VIGERSLEVPARKEN V. ÅHAVEN (OPHOLD),OPHOLD,,Øvrige,100.0,,1422,POINT (12.489874909579415 55.649169308120435)
taellestationer.1423,10188,SUNDBY KIRKEGÅRD (GAMLE DEL),OPHOLD,,Øvrige,100.0,,1423,POINT (12.619803169924449 55.65695014036671)
taellestationer.1424,10189,SUNDBYHAVE,OPHOLD,,Øvrige,100.0,,1424,POINT (12.61701492910821 55.65459246447648)
taellestationer.1425,10190,FÆLLEDPARKEN - V. INDGANG FRA ØSTER ALLÉ,OPHOLD,,Øvrige,101.0,,1425,POINT (12.569539076053983 55.7023366152843)
taellestationer.1426,10192,PETER FABERS GADE,nordøst for Nørrebrogade,7,Øvrige,100.0,,1426,POINT (12.555245843493017 55.69100325701386)
taellestationer.1427,10193,STENGADE,sydvest for Nørrebrogade,2,Øvrige,100.0,,1427,POINT (12.557008087062215 55.68902867255583)
taellestationer.1428,10194,BÅDEHAVNSGADE-SJÆLLANDSBROEN,Krydstælling,,Øvrige,101.0,,1428,POINT (12.542585048831418 55.646037580550065)
taellestationer.1429,10195,SYDHAVNSGADE-BORGMESTER CHRISTIANSENS GADE-FREDERI,Krydstælling,,Øvrige,101.0,,1429,POINT (12.542233637720143 55.64665981581373)
taellestationer.1430,10196,VEJLANDS ALLÉ-ARTILLERIVEJ-SELINEVEJ,Krydstælling,,Øvrige,101.0,,1430,POINT (12.563594727350985 55.641493677099824)
taellestationer.1431,10197,VEJLANDS ALLÉ-CENTER BOULVARD,Krydstælling,,Øvrige,101.0,,1431,POINT (12.57594415921005 55.640978432494705)
taellestationer.1432,10198,VEJLANDS ALLÉ-MOTORVEJEN_VESTLIG FLETNING,Krydstælling,,Øvrige,101.0,,1432,POINT (12.553338532609526 55.64102352218574)
taellestationer.1433,10199,VEJLANDS ALLÉ-MOTORVEJEN-ØSTLIG FLETNING,Krydstælling,,Øvrige,101.0,,1433,POINT (12.559626691260197 55.641045182915555)
taellestationer.1434,10200,SLOTSHOLMSGADE,Trafik,6,Øvrige,100.0,,1434,POINT (12.584753493014162 55.67509601844851)
taellestationer.1435,10201,BØRSGADE,Trafik,2,Øvrige,100.0,,1435,POINT (12.58424201911021 55.675724578546294)
taellestationer.1436,10202,BØRSBROEN,Trafik,-,Øvrige,100.0,,1436,POINT (12.584725418964808 55.676035619559336)
taellestationer.1437,10203,HOLMENSBRO,Trafik,-,Øvrige,100.0,,1437,POINT (12.582499588879147 55.67665694117482)
taellestationer.1438,10204,FOLEHAVEBROEN,CYK + FOD,,Øvrige,100.0,,1438,POINT (12.487087256771844 55.65274775487969)
taellestationer.1439,10206,REFSHALEVEJ,vest for Forlandet,,Andre faste tællinger,3.0,,1439,POINT (12.612286607010393 55.68447149330716)
taellestationer.1440,10207,REFSHALEVEJ,nord for Krudtløbsvej,,Andre faste tællinger,3.0,,1440,POINT (12.610923342186709 55.687412515752534)
taellestationer.1441,10208,FREDERIKSHOLMS KANAL,,29,Øvrige,100.0,,1441,POINT (12.579250049737817 55.67315573105684)
taellestationer.1442,10209,STEFANSGADE,FOD,37,Øvrige,100.0,,1442,POINT (12.542936220216177 55.694441757294335)
taellestationer.1443,10210,RANDERSGADE_ÅRHUSGADE,KRYDS,,Øvrige,101.0,,1443,POINT (12.580503915052782 55.706170502428044)
taellestationer.1444,10211,VESTER SØGADE_KAMPMANNSGADE,KRYDS,,Øvrige,101.0,,1444,POINT (12.559597298974323 55.67781174588489)
taellestationer.1445,10212,RANTZAUSGADE,TRAFIK,2,Øvrige,100.0,,1445,POINT (12.553027491639924 55.68529986361864)
taellestationer.1446,10213,RANTZAUSGADE,TRAFIK,60,Øvrige,100.0,,1446,POINT (12.545741455386358 55.687921447736535)
taellestationer.1447,10214,NORDRE FRIHAVNSGADE,FOD,84,Øvrige,100.0,,1447,POINT (12.586745125537457 55.70324309382363)
taellestationer.1448,10215,JAGTVEJ,,19,Øvrige,100.0,,1448,POINT (12.543294018212325 55.68947385391607)
taellestationer.1449,10216,BLÅGÅRDSGADE,syd for Korsgade,46,Øvrige,100.0,,1449,POINT (12.55597788541426 55.68457928502142)
taellestationer.1450,10217,BORUPS ALLÉ,vest for Jagtvej,15,Øvrige,100.0,,1450,POINT (12.540929482207643 55.68988595535834)
taellestationer.1451,10218,EWALDSGADE,nord for Åboulevard,9,Øvrige,100.0,,1451,POINT (12.557427033322675 55.682721371406046)
taellestationer.1452,10219,HØRSHOLMSGADE,syd for Stefansgade,26,Øvrige,100.0,,1452,POINT (12.542494772323748 55.69307878527247)
taellestationer.1453,10220,NØRREBROGADE,vest for Griffenfeldsgade,56,Øvrige,100.0,,1453,POINT (12.55568031420005 55.68981048264876)
taellestationer.1454,10221,PEBLINGE DOSSERING,FOD,4,Øvrige,100.0,,1454,POINT (12.562013339867999 55.686962661025)
taellestationer.1455,10222,WESSELSGADE,syd for Baggesensgade,2,Øvrige,100.0,,1455,POINT (12.560855737017778 55.68646125863671)
taellestationer.1456,10223,WESSELSGADE,nord for Korsgade,24,Øvrige,100.0,,1456,POINT (12.559195970823948 55.685026862012464)
taellestationer.1457,10224,INDIAKAJ,,20,Øvrige,100.0,,1457,POINT (12.598621712251155 55.6951351423008)
taellestationer.1458,10225,LANGELINIE,,1,Øvrige,100.0,,1458,POINT (12.595006425749576 55.69427370354807)
taellestationer.1459,10226,LANGELINIE ALLÉ,nord for Indiakaj,-,Øvrige,100.0,,1459,POINT (12.599464391977463 55.695412530550385)
taellestationer.1460,10227,LANGELINIE ALLÉ,syd for Indiakaj,-,Øvrige,100.0,,1460,POINT (12.598750332185446 55.69477919899282)
taellestationer.1461,10228,LANGELINIE,syd for lystbådehavnen,,Øvrige,100.0,,1461,POINT (12.598822709695042 55.692962862197184)
taellestationer.1462,10229,STEFANSGADE,nord for Humlebækgade,45,Øvrige,100.0,,1462,POINT (12.54125670838043 55.69289969129688)
taellestationer.1463,10230,STEFANSGADE,syd for Nørrebrogade,3,Øvrige,100.0,,1463,POINT (12.544758342415133 55.69638631413993)
taellestationer.1464,10231,STEFANSGADE,Nord for Borups Allé,71,Øvrige,100.0,,1464,POINT (12.539550776764912 55.69116170231597)
taellestationer.1465,10232,HAMLETSGADE,FOD,12B,Øvrige,100.0,,1465,POINT (12.545612941792415 55.70182341796601)
taellestationer.1466,10233,ÆGIRSGADE,FOD,1,Øvrige,100.0,,1466,POINT (12.544393527646324 55.69772470561353)
taellestationer.1467,10234,MIMERSGADE,vest for Jagtvej,2,Øvrige,100.0,,1467,POINT (12.552211928586491 55.6978889639952)
taellestationer.1468,10235,ASTERSVEJ,nummerplade,1,Øvrige,100.0,,1468,POINT (12.484403347904736 55.708352899075294)
taellestationer.1469,10236,KILDEBRØNDEVEJ,nummerplade,2,Øvrige,,,1469,POINT (12.484953812308893 55.707656728653795)
taellestationer.1470,10237,ROSENBORGGADE,,19,Øvrige,100.0,,1470,POINT (12.574896630681861 55.68403922897099)
taellestationer.1471,10238,SJÆLEBODERNE,,1,Øvrige,100.0,,1471,POINT (12.579567092959726 55.68255791815277)
taellestationer.1472,10239,MØNTERGADE,,21,Øvrige,100.0,,1472,POINT (12.580389049830815 55.68244187885189)
taellestationer.1473,10240,CHRISTIAN IX'S GADE,syd for Gothersgade,5,Øvrige,100.0,,1473,POINT (12.580872417737899 55.68220543942308)
taellestationer.1474,10241,NY ADELGADE,,2,Øvrige,100.0,,1474,POINT (12.584506655097139 55.68107982188314)
taellestationer.1475,10242,LILLE KONGENSGADE,,4,Øvrige,100.0,,1475,POINT (12.58457355389556 55.6796627895094)
taellestationer.1476,10243,HOLMENS KANAL,,16,Øvrige,100.0,,1476,POINT (12.585027432244123 55.677356701815505)
taellestationer.1477,10244,HAVNEGADE,,3,Øvrige,100.0,,1477,POINT (12.58548428398125 55.67618058060242)
taellestationer.1478,10245,NY VESTERGADE,,7,Øvrige,100.0,,1478,POINT (12.574526891520254 55.67406406561069)
taellestationer.1479,10246,SANKT PEDERS STRÆDE,,34,Øvrige,100.0,,1479,POINT (12.567210289908893 55.67874597252969)
taellestationer.1480,10247,TORNEBUSKEGADE,,7,Øvrige,100.0,,1480,POINT (12.573878160934248 55.68394876166879)
taellestationer.1481,10248,LØNPORTEN,,2,Øvrige,100.0,,1481,POINT (12.5787177641408 55.682853326971504)
taellestationer.1482,10249,RENTEMESTERVEJ,,1A,Øvrige,100.0,,1482,POINT (12.537503816088357 55.70409535584193)
taellestationer.1483,10250,FRODE JAKOBSENS PLADS,OPHOLD,,Øvrige,100.0,,1483,POINT (12.490835620670843 55.68707920838912)
taellestationer.1484,10251,GULDBERGSGADE,FOD,35,Øvrige,100.0,,1484,POINT (12.556170874061214 55.692583720957735)
taellestationer.1485,10252,GULDBERGSGADE,nord for Fensmarksgade,88,Øvrige,100.0,,1485,POINT (12.553228218340669 55.69607880264531)
taellestationer.1486,10253,GULDBERGSGADE,FOD,88,Øvrige,100.0,,1486,POINT (12.55331766535213 55.69611997621076)
taellestationer.1487,10254,HO CHI MIHN-STIEN,,,Øvrige,100.0,,1487,POINT (12.585906581021026 55.69638168397431)
taellestationer.1488,10255,KAPELVEJ,syd for Nørrebrogade,1,Øvrige,100.0,,1488,POINT (12.554311750650715 55.69032006652535)
taellestationer.1489,10256,KAPELVEJ,FOD,1,Øvrige,100.0,,1489,POINT (12.554301630416061 55.69024741821139)
taellestationer.1490,10257,KORTLØB,krydsende fodgængerfeltet,,Øvrige,100.0,,1490,POINT (12.5579699049744 55.65881365176243)
taellestationer.1491,10258,RAVNSBORGGADE,syd for Sankt Hans Gade,20,Øvrige,100.0,,1491,POINT (12.563003207007805 55.68945365835141)
taellestationer.1492,10259,RAVNSBORGGADE,FOD,20,Øvrige,100.0,,1492,POINT (12.562994562679059 55.6893458229017)
taellestationer.1493,10260,RYESGADE,nord for Læssøesgade,9,Øvrige,100.0,,1493,POINT (12.565040315739548 55.69081969085486)
taellestationer.1494,10261,RYESGADE,FOD,9,Øvrige,100.0,,1494,POINT (12.564981308981249 55.69086782370545)
taellestationer.1495,10262,AVEDØRERUTEN,Supercykelsti ved Mågestien (Hvidovre),,Øvrige,100.0,,1495,POINT (12.473773616251759 55.61743912812532)
taellestationer.1496,10263,AVEDØRERUTEN,Supercykelsti ved Selinevej,,Øvrige,100.0,,1496,POINT (12.54746763594774 55.637596680098014)
taellestationer.1497,10264,VASBYGADE_KORTLØB,,,Øvrige,101.0,,1497,POINT (12.557064003384031 55.6588898186035)
taellestationer.1498,10265,CHRISTIAN IX'S GADE,FOD,7,Øvrige,100.0,,1498,POINT (12.580965443985482 55.682332848533335)
taellestationer.1499,10266,FÆRGEHAVNSVEJ,nord for Skudehavnsvej,18,Øvrige,100.0,,1499,POINT (12.597542456505511 55.717048064985555)
taellestationer.1500,10267,GRØNNEGADE,FOD,36,Øvrige,100.0,,1500,POINT (12.583440952616959 55.6815447774983)
taellestationer.1501,10268,KATTEGATVEJ,nord for Baltikavej,4,Øvrige,100.0,,1501,POINT (12.605901832166552 55.71719134889684)
taellestationer.1502,10269,LANDEMÆRKET,syd for Gothersgade,26,Øvrige,100.0,,1502,POINT (12.578029480078296 55.682970249675535)
taellestationer.1503,10270,NYHAVN,,2,Øvrige,100.0,,1503,POINT (12.588222253427478 55.680177612124304)
taellestationer.1504,10271,OCEANVEJ,øst for Kattegatvej,1,Øvrige,100.0,,1504,POINT (12.607682141918415 55.71648239322945)
taellestationer.1505,10272,ADMIRALGADE,,31,Øvrige,100.0,,1505,POINT (12.582775246227246 55.677019910218085)
taellestationer.1506,10273,BREMERHOLM,TRAFIK,39,Øvrige,100.0,,1506,POINT (12.584192710675614 55.6774797984978)
taellestationer.1507,10274,BREMERHOLM,FODG,39,Øvrige,100.0,,1507,POINT (12.58435283313653 55.677459866199435)
taellestationer.1508,10275,BRYGHUSPLADSEN,CYKL,1,Øvrige,100.0,,1508,POINT (12.578304254729332 55.67230350138459)
taellestationer.1509,10276,FREDERIKSHOLMS KANAL,TRAFIK,6,Øvrige,100.0,,1509,POINT (12.575389497452637 55.6757206729674)
taellestationer.1510,10277,FREDERIKSHOLMS KANAL,FODG,6,Øvrige,100.0,,1510,POINT (12.575215309765232 55.67575360284012)
taellestationer.1511,10278,GULDBERGSGADE,FODG,9,Øvrige,100.0,,1511,POINT (12.558999047894847 55.69116264406245)
taellestationer.1512,10279,NIKOLAJGADE,TRAFIK,25,Øvrige,100.0,,1512,POINT (12.58335437518775 55.67743219011894)
taellestationer.1513,10280,NY KONGENSGADE,FODG,15,Øvrige,100.0,,1513,POINT (12.575893918631035 55.673531751432456)
taellestationer.1514,10281,TORVEGADE-DRONNINGENSGADE,KRYDS,,Øvrige,101.0,,1514,POINT (12.59206333630739 55.67206542848426)
taellestationer.1515,10282,TORVEGADE-FODGÆNGERFELT,KRYDS,,Øvrige,101.0,,1515,POINT (12.594333242402152 55.67086397892981)
taellestationer.1516,10283,TORVEGADE-OVERGADEN OVEN VANDET,KRYDS,,Øvrige,101.0,,1516,POINT (12.591222550588663 55.672486933912154)
taellestationer.1517,10284,TORVEGADE-STRANDGADE,KRYDS,,Øvrige,101.0,,1517,POINT (12.58911592904615 55.673596343197)
taellestationer.1518,10285,VED STRANDEN,TRAFIK,2,Øvrige,100.0,,1518,POINT (12.58233854540193 55.6768780790445)
taellestationer.1519,10286,VESTERGADE,FODG,37,Øvrige,100.0,,1519,POINT (12.568829846992298 55.67683210591664)
