FID,t_nr,vejnavn,beskrivelse,husnummer,taellested_type,kode_type,spolestation_type,ogc_fid,wkb_geometry
taellestationer.340,796,"NØRREBROGADE
","nordvest for Sortedam Dossering
","8
",Øvrige,100.0,,340,POINT (12.562067209561071 55.687387187807076)
taellestationer.341,797,"NØRREBROGADE
","nordvest for Thorsgade
","160
",Øvrige,100.0,,341,POINT (12.546849237132317 55.695661959596315)
taellestationer.342,798,"NØRREBROGADE
","nordvest for Esromgade
","213
",Øvrige,100.0,,342,POINT (12.541329621450451 55.69932081375771)
taellestationer.343,799,"TOMSGÅRDSVEJ
","nord for Rentemestervej
","21
",Øvrige,100.0,,343,POINT (12.524016059399697 55.70813342525668)
taellestationer.344,801,BALDERSGADE,nord for Mimersgade,44,Øvrige,100.0,,344,POINT (12.54632273591181 55.70039088733818)
taellestationer.345,802,BRAGESGADE,nord for Mimersgade,35,Øvrige,100.0,,345,POINT (12.545309891770726 55.700715689852004)
taellestationer.346,803,"BACKERSVEJ
","syd for Øresundsvej
",2,Øvrige,100.0,,346,POINT (12.61802189690927 55.66082111962103)
taellestationer.347,804,GASVÆRKSVEJ,nordvest for Istedgade,21,Øvrige,100.0,,347,POINT (12.557317927954127 55.67071669155801)
taellestationer.348,805,GASVÆRKSVEJ,sydøst for Istedgade,27,Øvrige,100.0,,348,POINT (12.55780688575682 55.67024782653505)
taellestationer.349,806,VESTERGADE,sydvest for Gammeltorv,5,Øvrige,100.0,,349,POINT (12.570958811364122 55.677959618631945)
taellestationer.350,807,SKINDERGADE,nordøst for Gammeltorv,40,Øvrige,100.0,,350,POINT (12.57280502603774 55.67864041029359)
taellestationer.351,808,NØRREGADE,nord for Gammeltorv,4,Øvrige,100.0,,351,POINT (12.572151700127108 55.678724399098336)
taellestationer.352,809,LARSLEJSSTRÆDE,nord for Sankt Peders Stræde,5,Øvrige,100.0,,352,POINT (12.569745922381077 55.67976065411436)
taellestationer.353,810,KNIPPELSBROGADE,under Knippelsbro,10,Øvrige,100.0,,353,POINT (12.587661852185919 55.67439458920278)
taellestationer.354,811,LIPKESGADE,nord for Classensgade,20,Øvrige,100.0,,354,POINT (12.5852107852613 55.697991998384445)
taellestationer.355,812,NIELS HEMMINGSENS GADE,sydøst for Skindergade,23,Øvrige,100.0,,355,POINT (12.575829410783282 55.68036691086829)
taellestationer.356,813,KRISTIANIAGADE,sydvest for Bergensgade,6,Øvrige,100.0,,356,POINT (12.586044166667987 55.693830846693565)
taellestationer.357,814,ISLANDS BRYGGE,sydøst for Sturlasgade,57,Øvrige,100.0,,357,POINT (12.572774314432824 55.66383777246446)
taellestationer.358,815,VENDERSGADE,nordøst for Nansensgade,20,Øvrige,100.0,,358,POINT (12.566078223786965 55.68490333868083)
taellestationer.359,816,PRØVESTENSBROEN,,,Øvrige,100.0,,359,POINT (12.63119421238685 55.67085085849601)
taellestationer.360,817,BORGMESTER CHRISTIANSENS GADE,vest for Louis Pios Gade,31,Øvrige,100.0,,360,POINT (12.533752890667518 55.649285363012055)
taellestationer.361,818,STUBMØLLEVEJ,øst for Grønrisvej,35,Øvrige,100.0,,361,POINT (12.522667713530236 55.64962036582864)
taellestationer.362,819,HERMAN BANGS PLADS,vest for Herman Bangs Plads,3,Øvrige,100.0,,362,POINT (12.503340180003141 55.66727033445915)
taellestationer.363,820,VILHELM TOPSØES VEJ,øst for Herman Bangs Plads,,Øvrige,100.0,,363,POINT (12.503752237886921 55.66726928037682)
taellestationer.364,821,HJALMAR BERGSTRØMS VEJ,nord for Valby Langgade,1,Øvrige,100.0,,364,POINT (12.502007066472009 55.66760229280595)
taellestationer.365,822,OLE BORCHS VEJ,nordøst for Vigerslev Allé,9,Øvrige,100.0,,365,POINT (12.498332092647008 55.66071365544083)
taellestationer.366,823,SAXTORPHSVEJ,nordøst for Vigerslev Allé,20,Øvrige,100.0,,366,POINT (12.500167478573639 55.6612427954987)
taellestationer.367,824,PANUMSVEJ,øst for Mansasvej,27,Øvrige,100.0,,367,POINT (12.50056448894979 55.66182821119334)
taellestationer.368,825,HYLTEBJERG ALLÉ,øst for Ålekistevej,26,Øvrige,100.0,,368,POINT (12.484568131267228 55.68269904175588)
taellestationer.369,826,LINDE ALLÉ,øst for Ålekistevej,56,Øvrige,100.0,,369,POINT (12.485114263176717 55.68126967762881)
taellestationer.370,827,BANGSBOVEJ,sydøst for Vanløse Allé,22,Øvrige,100.0,,370,POINT (12.497858856214046 55.68924899229022)
taellestationer.371,828,RANDBØLVEJ,sydøst for Vanløse Allé,26,Øvrige,100.0,,371,POINT (12.499499776241596 55.68981506890544)
taellestationer.372,829,ÅDALSVEJ,sydøst for Vanløse Allé,21 A,Øvrige,100.0,,372,POINT (12.500695533571804 55.690305676374194)
taellestationer.373,830,ÅBAKKEVEJ,sydøst for Vanløse Allé,15,Øvrige,100.0,,373,POINT (12.502049235105382 55.69081694991065)
taellestationer.374,831,DYBENDALSVEJ,sydøst for Vanløse Allé,23,Øvrige,100.0,,374,POINT (12.503339255668102 55.69136361097498)
taellestationer.375,832,ÅLØKKEVEJ,sydøst for Vanløse Allé,27,Øvrige,100.0,,375,POINT (12.504633724834848 55.69187654890815)
taellestationer.376,833,NY CARLSBERGVEJ,vest for Haderslevgade,15,Øvrige,100.0,,376,POINT (12.545361595903488 55.665716639223724)
taellestationer.377,834,VESTERBROGADE,Teaterpassagen,42,Øvrige,100.0,,377,POINT (12.555480799845196 55.67278974229347)
taellestationer.378,835,HAMLETSGADE / NANNASGADE,Krydset,,Øvrige,101.0,,378,POINT (12.544967782360342 55.701353809024)
taellestationer.379,836,NANNASGADE / BALDERSGADE,Krydset,,Øvrige,101.0,,379,POINT (12.546924669254798 55.700717922579024)
taellestationer.380,837,BRAGESGADE / NØRREBROGADE,Krydset,,Øvrige,101.0,,380,POINT (12.542442669762401 55.698588962036915)
taellestationer.381,838,NØRREBROS RUNDDEL,Krydset mellem Nørrebrogade og Jagtvej,,Øvrige,101.0,,381,POINT (12.548836758447385 55.69434471703359)
taellestationer.382,839,SJÆLLANDSGADE / NØRREBROGADE,Krydset,,Øvrige,101.0,,382,POINT (12.551374315699102 55.69265925471014)
taellestationer.383,840,HARESKOVVEJ / MELLEMVANGEN,Krydset,,Øvrige,101.0,,383,POINT (12.508904486362388 55.709170112357285)
taellestationer.384,841,MOSESVINGET / HARESKOVVEJ,Krydset,,Øvrige,101.0,,384,POINT (12.504757046435993 55.71262806954337)
taellestationer.385,842,MOSESVINGET / HORSEBAKKEN,Krydset,,Øvrige,101.0,,385,POINT (12.512942198772414 55.71765809524958)
taellestationer.386,843,STUDIESTRÆDE / LARSBJØRNSTRÆDE,Krydset,,Øvrige,101.0,,386,POINT (12.56928944960704 55.678529921416256)
taellestationer.387,844,SØTORVET,Cykelsti mod Vendersgade,1,Øvrige,100.0,,387,POINT (12.56528592758106 55.6857722256623)
taellestationer.388,845,ØRESTADS BOULEVARD,nord for Sundby Station,25,Øvrige,100.0,,388,POINT (12.585556119632914 55.645783006066665)
taellestationer.389,846,ØRESTADS BOULEVARD / ISLANDS BRYGGE ST.,Indkørsel til parkeringsplads syd for Islands Brygge st.,,Øvrige,101.0,,389,POINT (12.584668605054294 55.66285072006325)
taellestationer.390,847,BANEGÅRDSPLADSEN / VESTERBROGADE,sydvestlige kryds ved Vester Farimagsgade,,Øvrige,101.0,,390,POINT (12.562883961474723 55.67403059279119)
taellestationer.391,848,VESTER FARIMAGSGADE / VED VESTERPORT,Krydset,,Øvrige,101.0,,391,POINT (12.561990440940905 55.675411155326735)
taellestationer.392,849,NØRRE FARIMAGSGADE / GYLDENLØVSGADE,Krydset,,Øvrige,101.0,,392,POINT (12.563589689660587 55.67965561123463)
taellestationer.393,850,JAGTVEJ - ÅGADE,Krydset,,Øvrige,101.0,,393,POINT (12.541384434638786 55.687781603971025)
taellestationer.394,851,JAGTVEJ / BORUPS ALLÉ,Krydset,,Øvrige,101.0,,394,POINT (12.542735265495473 55.688983619563615)
taellestationer.395,852,CLASSENSGADE / STRANDBOULEVARDEN,Krydset,,Øvrige,101.0,,395,POINT (12.590491188474838 55.69881288530004)
taellestationer.396,853,ROSENVÆNGETS HOVEDVEJ / STRANDBOULEVARDEN,Krydset,,Øvrige,101.0,,396,POINT (12.588469064266896 55.702055809077216)
taellestationer.397,854,NORDRE FRIHAVNSGADE / STRANDBOULEVARDEN,Krydset,,Øvrige,101.0,,397,POINT (12.587884240469826 55.70343158491955)
taellestationer.398,855,ÅRHUSGADE / STRANDBOULEVARDEN,krydset,,Øvrige,101.0,,398,POINT (12.586140572788695 55.70673931954618)
taellestationer.399,856,VORDINGBORGGADE / STRANDBOULEVARDEN,Krydset,,Øvrige,101.0,,399,POINT (12.58550075193233 55.70798690582432)
taellestationer.400,857,RANDERSGADE / STRANDBOULEVARDEN,Krydset,,Øvrige,101.0,,400,POINT (12.579606821830456 55.70920135755946)
taellestationer.401,858,BANGSBOVEJ / VANLØSE ALLÉ,Krydset,,Øvrige,101.0,,401,POINT (12.497453600933648 55.68953707783046)
taellestationer.402,859,RANDBØLVEJ / VANLØSE ALLÉ,Krydset,,Øvrige,101.0,,402,POINT (12.49917324238128 55.69014097585213)
taellestationer.403,860,RANDBØLVEJ / KATRINEDALSVEJ,Krydset,,Øvrige,101.0,,403,POINT (12.497457280397017 55.691747266171845)
taellestationer.404,861,GRØNDAL PARKVEJ / GODTHÅBSVEJ,Krydset,,Øvrige,101.0,,404,POINT (12.515614105710208 55.69109431483545)
taellestationer.405,862,VED MØNTEN / AMAGERFÆLLEDVEJ,Krydset,,Øvrige,101.0,,405,POINT (12.595344186070475 55.66745693126425)
taellestationer.406,863,TANKSTATION VED ENGHAVE ST,Indkørsler til tankstation på hjørnet af Enghavevej og Sønder Boulevard,,Øvrige,101.0,,406,POINT (12.541390263590802 55.663366361776845)
taellestationer.407,864,H. C. ANDERSENS BOULEVARD / VESTERBROGADE,Krydset,,Øvrige,101.0,,407,POINT (12.5679130816041 55.67578242062309)
taellestationer.408,865,ARTILLERIVEJ,krydsene ved Slusen,,Øvrige,101.0,,408,POINT (12.564133610578338 55.642337944229745)
taellestationer.409,866,VIGERSLEVVEJ / FOLEHAVEN,Krydset,,Øvrige,101.0,,409,POINT (12.488354110889812 55.652743998714286)
taellestationer.410,867,FOLEHAVEN / SØNDERKÆR,Krydset,,Øvrige,101.0,,410,POINT (12.486673286114975 55.6527055973212)
taellestationer.411,868,BORGERVÆNGET / BELLMANSGADE,Krydset,,Øvrige,101.0,,411,POINT (12.573245567371654 55.716661387044994)
taellestationer.412,869,ØSTER ALLÉ / EDEL SAUNTES ALLÉ,Krydset,,Øvrige,101.0,,412,POINT (12.565939397903223 55.704754759051696)
taellestationer.413,870,ØSTER ALLÉ / PER HENRIK LINGS ALLÉ,Krydset,,Øvrige,101.0,,413,POINT (12.569954127523399 55.70264046260365)
taellestationer.414,871,GYLDENLØVESGADE / ROSENØRNS ALLÉ,Krydset,,Øvrige,101.0,,414,POINT (12.557797292914817 55.68201741725637)
taellestationer.415,872,DYBBØLSBRO / KALVEBOD BRYGGE,Krydset,,Øvrige,101.0,,415,POINT (12.561405909035708 55.66325000421443)
taellestationer.416,873,ARRESØGADE,øst for Refsnæsgade,9,Øvrige,100.0,,416,POINT (12.55619114690614 55.69718664466391)
taellestationer.417,874,FAKSEGADE,nord for Rosenvængets Allé,6,Øvrige,100.0,,417,POINT (12.581020593388711 55.69963534468386)
taellestationer.418,875,ISLANDS BRYGGE,nordøst for Njalsgade,17,Øvrige,100.0,,418,POINT (12.577631098448036 55.66748399218611)
taellestationer.419,876,STRANDBOULEVARDEN,vest for Svendborggade,132,Øvrige,100.0,,419,POINT (12.582833204107986 55.70919162374553)
taellestationer.420,877,TUBORGVEJ,vest for Strandvejen,7,Øvrige,100.0,,420,POINT (12.57503118345728 55.726721506083614)
taellestationer.421,878,GRØNDALSVÆNGE ALLÉ,nordøst for Godthåbsvej,72,Øvrige,100.0,,421,POINT (12.516238823575375 55.69138984194467)
taellestationer.422,879,BYGRÆNSEN / GLAMSBJERGVEJ,krydset,,Øvrige,101.0,,422,POINT (12.595855189297895 55.63795254239579)
taellestationer.423,880,ØSTBANEGADE / TUNNEL TIL KALKBRÆNDERIGADE,krydset,,Øvrige,101.0,,423,POINT (12.591042668427193 55.70350748669562)
taellestationer.424,881,GOTHERSGADE,nordvest for Adelgade,52,Øvrige,100.0,,424,POINT (12.581701777785142 55.682404156326996)
taellestationer.425,882,JAGTVEJ,sydvest for Ydunsgade,137,Andre faste tællinger,3.0,,425,POINT (12.55323178968815 55.698257345157565)
taellestationer.426,883,H.C. ANDERSENS BOULEVARD,sydøst for Bag Rådhuset,23,Andre faste tællinger,3.0,,426,POINT (12.570965051983402 55.67421924045837)
taellestationer.427,884,CYKELRUTE,øst for Artillerivej,,Øvrige,100.0,,427,POINT (12.564870642192174 55.64191001304149)
taellestationer.428,885,CYKELRUTEN VED SJÆLLANDSBROEN / VED SLUSEN,krydset,,Øvrige,101.0,,428,POINT (12.555083998905646 55.64205058191262)
taellestationer.429,886,SLUSEHOLMEN / SJÆLLANDSBROEN,krydset,,Øvrige,101.0,,429,POINT (12.545439647175593 55.64367121155384)
taellestationer.430,887,CARL JACOBSENS VEJ / TREKRONERGADE,krydset,,Øvrige,101.0,,430,POINT (12.520437218398609 55.65292316269103)
taellestationer.431,888,ELLEBJERGVEJ / SJÆLØR BOULEVARD,krydset,,Øvrige,101.0,,431,POINT (12.52797527645668 55.65017244686418)
taellestationer.432,889,FOLEHAVEN / GAMMEL KØGE LANDEVEJ,krydset,,Øvrige,101.0,,432,POINT (12.507822455413178 55.65065023535365)
taellestationer.433,890,FOLEHAVEN / RETORTVEJ,krydset,,Øvrige,101.0,,433,POINT (12.503032566431292 55.651084201856705)
taellestationer.434,891,GRØNDALS PARKVEJ / JERNBANE ALLÉ,krydset,,Øvrige,101.0,,434,POINT (12.493567034277987 55.68387902161858)
taellestationer.435,892,GRØNDALS PARKVEJ / FLINTHOLM ST,krydset,,Øvrige,101.0,,435,POINT (12.498681754801217 55.68638406258026)
taellestationer.436,893,GRØNDALS PARKVEJ / C. F. RICHS VEJ,krydset,,Øvrige,101.0,,436,POINT (12.501156357385787 55.68793831477935)
taellestationer.437,894,JERNBANE ALLÉ / JYDEHOLMEN,krydset,,Øvrige,101.0,,437,POINT (12.491266887971161 55.68629463140975)
taellestationer.438,895,JERNBANE ALLÉ / VANLØSE ALLÉ,krydset,,Øvrige,101.0,,438,POINT (12.489842974389125 55.68782247540494)
taellestationer.439,896,JYLLINGEVEJ / ÅLEKISTEVEJ,krydset,,Øvrige,101.0,,439,POINT (12.48108780000367 55.691203989807796)
taellestationer.440,897,JYLLINGEVEJ / JERNBANE ALLÉ,krydset,,Øvrige,101.0,,440,POINT (12.486760999952017 55.69244153463979)
taellestationer.441,898,JYLLINGEVEJ / SLOTSHERRENSVEJ,krydset,,Øvrige,101.0,,441,POINT (12.494163774255618 55.69385948448477)
taellestationer.442,899,SALLINGVEJ / REBILDVEJ,krydset,,Øvrige,101.0,,442,POINT (12.506703129302272 55.69315672495324)
taellestationer.443,900,BÜLOWSVEJ,nord for Amalievej,18 eller 20,Frederiksberg Kommune,4.0,,443,POINT (12.54302238354454 55.67988444323711)
taellestationer.444,901,H.C. ØRSTEDSVEJ,nord for Niels Ebbesens vej,27 eller 30,Frederiksberg Kommune,4.0,,444,POINT (12.54780492755579 55.67925854165049)
taellestationer.445,902,VESTERBROGADE,øst for Pile Allé,187 eller 206,Frederiksberg Kommune,4.0,,445,POINT (12.531984797933 55.67076595043853)
taellestationer.446,903,PILE ALLÉ,syd for Vesterbrogade,25,Frederiksberg Kommune,4.0,,446,POINT (12.530974007175912 55.67032464553703)
taellestationer.447,904,GAMMEL KONGEVEJ,øst for Allégade,178 eller 179,Frederiksberg Kommune,4.0,,447,POINT (12.534451541696267 55.678043576241606)
taellestationer.448,905,GODTHÅBSVEJ,øst for Guldborgvej,64A eller 69,Frederiksberg Kommune,4.0,,448,POINT (12.528775692883881 55.687504373184545)
taellestationer.449,906,FINSENSVEJ,øst for Lindevangs Allé,15,Frederiksberg Kommune,4.0,,449,POINT (12.519596922054006 55.681140303065575)
taellestationer.450,907,PETER BANGS VEJ,vest for Orla Lehmanns Vej,8,Frederiksberg Kommune,4.0,,450,POINT (12.51891444091746 55.67917078255459)
taellestationer.451,908,FREDERIKSBERG ALLÉ,øst for Pile Allé,102,Frederiksberg Kommune,4.0,,451,POINT (12.533419291703368 55.674679588700855)
taellestationer.452,909,FINSENSVEJ,øst for Sønderjyllands Allé,128 eller 145,Frederiksberg Kommune,4.0,,452,POINT (12.496853000076756 55.68257909029761)
taellestationer.453,910,C. F. RICHSVEJ,øst for grøndals parkvej,109 eller 146,Frederiksberg Kommune,4.0,,453,POINT (12.503275035597238 55.6869931152719)
taellestationer.454,911,DALGAS BOULEVARD,nord for Roskildevej,4 eller 5,Frederiksberg Kommune,4.0,,454,POINT (12.5066571052462 55.67343969582961)
taellestationer.455,912,NORDRE FASANVEJ,nord for Stæhr Johansens vej,31 eller 34,Frederiksberg Kommune,4.0,,455,POINT (12.523198418187294 55.68246392741359)
taellestationer.456,913,FALKONER ALLÉ,syd for Dronning Olgas Vej,77 eller 108,Frederiksberg Kommune,4.0,,456,POINT (12.54048455865661 55.68698008085218)
taellestationer.457,914,NYELANDSVEJ,vest for Falkoner Allé,3 eller 4B,Frederiksberg Kommune,4.0,,457,POINT (12.53340600910265 55.682317166776514)
taellestationer.458,915,NORDRE FASANVEJ,syd for Finsensvej,,Øvrige,9999.0,,458,POINT (12.521699012788194 55.68014460368062)
taellestationer.459,916,HOWITZVEJ,øst for Nordre Fasanvej,,Øvrige,9999.0,,459,POINT (12.523036017828582 55.68051723058716)
taellestationer.460,917,NORDRE FASANVEJ,nord for Finsensvej,,Øvrige,9999.0,,460,POINT (12.522264482352877 55.6811007380732)
taellestationer.461,918,FINSENSVEJ,vest for Nordre Fasanvej,,Øvrige,9999.0,,461,POINT (12.521361393274763 55.68084608173323)
taellestationer.462,919,FALKONER ALLÉ,syd for Nyelandsvej,,Øvrige,9999.0,,462,POINT (12.534148936747428 55.68143268178039)
taellestationer.463,920,VODROFFSVEJ,syd for Rosenørns Allé,56,Øvrige,9999.0,,463,POINT (12.556137259359838 55.68111505478155)
taellestationer.464,931,SALLINGVEJ / HULGÅRDSVEJ,krydset,,Øvrige,101.0,,464,POINT (12.510029389909604 55.694690212389716)
taellestationer.465,932,HULGÅRDSVEJ / HVIDKILDEVEJ,krydset,,Øvrige,101.0,,465,POINT (12.515772370745005 55.69838655590096)
taellestationer.466,933,VIBENSHUS RUNDDEL,krydset,,Øvrige,101.0,,466,POINT (12.562893336318151 55.706452281392636)
taellestationer.467,934,NYHAVN,vest for Kvæsthusgade (solsiden),65,Øvrige,100.0,,467,POINT (12.592684067945376 55.679462455143955)
taellestationer.468,935,BORUPS ALLÉ,Borups Allé 43 SØ for Ågade-krydset,43,Øvrige,100.0,,468,POINT (12.537014103757002 55.692276676662786)
taellestationer.469,936,BRAGESGADE,Bragesgade 10 s.f. Mimersgade,10,Øvrige,100.0,,469,POINT (12.544149133836587 55.69978455154478)
taellestationer.470,937,FREDERIKSSUNDSVEJ,Frederikssundsvej/Lygten/Nordre Fasanvej,-,Øvrige,101.0,,470,POINT (12.537244283077689 55.7011372777674)
taellestationer.471,938,FREDERIKSSUNDSVEJ,Frederikssundsvej 50A nv.f. Blytækkervej,50,Øvrige,100.0,,471,POINT (12.531054185830063 55.70277737249803)
taellestationer.472,939,LUNDTOFTEGADE,Syd for Humlebækgade,8,Øvrige,100.0,,472,POINT (12.53862144479206 55.692219726686794)
taellestationer.473,940,MIMERSGADE,vest for Heimdalsgade,101,Øvrige,100.0,,473,POINT (12.541777722497743 55.70083818984556)
taellestationer.474,941,MJØLNERPARKEN,Mjølnerparken SV for Tagensvej,-,Øvrige,100.0,,474,POINT (12.542271457424079 55.70599485340371)
taellestationer.475,942,NANNASGADE,Nannasgade SØ for Hamletsgade,27,Øvrige,100.0,,475,POINT (12.545435622613445 55.70119224418396)
taellestationer.476,943,RENTEMESTERVEJ,Rentemestervej 22 SV.f. Frederiksborgvej,22,Øvrige,100.0,,476,POINT (12.532621257644525 55.705461108799774)
taellestationer.477,944,RÅDMANDSGADE,Rådmansgade 43 sv.f. Tagensvej,43,Øvrige,100.0,,477,POINT (12.551511257515706 55.70022803130288)
taellestationer.478,945,THORSGADE,Thorsgade 3 NØ.f. Nørrebrogade,3,Øvrige,100.0,,478,POINT (12.54747665036409 55.69589881480022)
taellestationer.479,946,BORGMESTERVANGEN,Borgmestervangen 12 n.f. Mimersgade,12,Øvrige,100.0,,479,POINT (12.53986095714215 55.70147488148531)
taellestationer.480,947,ÆGIRSGADE,Ægirsgade 61 nø.f. Nannasgade,61,Øvrige,100.0,,480,POINT (12.548503830739083 55.70072822829806)
taellestationer.481,948,GOTHERSGADE,nordvest for Landemærket,95,Øvrige,100.0,,481,POINT (12.577205226368289 55.68364261787443)
taellestationer.482,949,SANKT ANNÆ PLADS,øst for Bredgade,3,Øvrige,100.0,,482,POINT (12.589407682349822 55.682278016636836)
taellestationer.483,950,SØNDER BOULEVARD,nordøst for Dybbølsgade,48,Øvrige,100.0,,483,POINT (12.552967912417131 55.6667241313886)
taellestationer.484,951,SØNDER BOULEVARD,øst for Stenderupgade,104,Øvrige,100.0,,484,POINT (12.544412898667701 55.66410722817195)
taellestationer.485,952,TEGLHOLMSGADE / STØBERIGADE,krydset,,Øvrige,101.0,,485,POINT (12.552444361623165 55.65151217511934)
taellestationer.486,953,WILDERSBRO,Wildersbro,-,Øvrige,100.0,,486,POINT (12.592606745038331 55.67573332469584)
taellestationer.487,954,LYKKEBOVEJ,ø.f. Vigerslevvej,24,Andre faste tællinger,3.0,,487,POINT (12.486055942211598 55.65895063231495)
taellestationer.488,955,ØRESTADS BOULEVARD,Ørestads Boulevard s.f. Njalsgade,-,Andre faste tællinger,3.0,,488,POINT (12.584942548542676 55.66366473680777)
taellestationer.489,956,ENGVEJ,Engvej s.f. Italiensvej,-,Andre faste tællinger,3.0,,489,POINT (12.629718021981416 55.65591448937714)
taellestationer.490,957,GORMSGADE,NØ for Nørrebrogade,6,Andre faste tællinger,3.0,,490,POINT (12.546018105191315 55.69718021672687)
taellestationer.491,958,HEIMDALSGADE,NØ for Nørrebrogade,6B,Andre faste tællinger,3.0,,491,POINT (12.541289612473133 55.69997188418353)
taellestationer.492,959,BORGMESTERVANGEN,NØ for Nørrebrogade,4,Andre faste tællinger,3.0,,492,POINT (12.539461804889314 55.70081283902996)
taellestationer.493,960,GAUNØVEJ,,10,Øvrige,100.0,,493,POINT (12.49968235159021 55.69902006355202)
taellestationer.494,961,BRØNSHØJVEJ,,13,Øvrige,100.0,,494,POINT (12.497763737970134 55.70236682166451)
taellestationer.495,962,SØNDER BOULEVARD,Mellem Valdemarsgade/Skjalm Hvides Gade og Sankelmarksgade/Sigerstedgade,74,Øvrige,100.0,,495,POINT (12.5493118766377 55.66539469391176)
taellestationer.496,963,ISTEDGADE,Mellem Dannebrogsgade og Saxogade,100,Øvrige,100.0,,496,POINT (12.552226191055396 55.66884954484462)
taellestationer.497,964,HALMTORVET,Mellem Høkerboderne/Eskildsgade og Skelbækgade/Absalonsgade,54,Øvrige,100.0,,497,POINT (12.556822020207509 55.66858082642893)
taellestationer.498,965,KRYDSET LINDE ALLÉ/GRØNDALSPARKVEJ,,,Øvrige,101.0,,498,POINT (12.492306972865126 55.68279532329705)
taellestationer.499,966,KRYDSET GULDBERGSGADE/MØLLEGADE,,,Øvrige,101.0,,499,POINT (12.557506791238458 55.691868344585835)
taellestationer.500,967,SVINERYGGEN,Syd for Sveasvej,,Øvrige,100.0,,500,POINT (12.556131341047411 55.676746932099604)
taellestationer.501,968,SVINERYGGEN,Syd for Martinsvej,,Øvrige,100.0,,501,POINT (12.556921404322322 55.67979950573491)
taellestationer.502,969,SORTEDAM DOSSERING,Syd for Hedemannsgade,,Øvrige,100.0,,502,POINT (12.573892219629663 55.69560183542114)
taellestationer.503,970,ØSTER SØGADE,Nord for Voldmestergade,,Øvrige,100.0,,503,POINT (12.575808788019184 55.69407207766732)
taellestationer.504,971,ØSTER SØGADE,syd for Gammeltoftsgade,,Øvrige,100.0,,504,POINT (12.569508083661972 55.689630945018706)
taellestationer.505,972,NØRRE SØGADE,Nord for Kjeld Langes Gade,,Øvrige,100.0,,505,POINT (12.562595023257948 55.683596781638016)
taellestationer.506,973,VESTER SØGADE,U.f. nr. 60,,Øvrige,100.0,,506,POINT (12.559863398389787 55.67938407354141)
taellestationer.507,974,VESTER SØGADE,Syd for Herholdtsgade,,Øvrige,100.0,,507,POINT (12.558931215482792 55.67600355546576)
taellestationer.508,975,VORDINGBORGGADE,vest for Herninggade,89,Øvrige,100.0,,508,POINT (12.587753952812452 55.708430608971334)
taellestationer.509,976,VESTER VOLDGADE,Mellem Ny Kongensgade og Rysensteensgade,100,Øvrige,100.0,,509,POINT (12.576338163980926 55.67277244193493)
taellestationer.510,977,CYKELKRYDS HØNSESTIEN-BANEVOLDEN-GL. JERNBANEVEJ,Cykelkryds Hønsestien-Banevolden-Gl. Jernbanevej,-,Øvrige,101.0,,510,POINT (12.519062707858195 55.66425079690924)
taellestationer.511,978,STI LANGS BANERNE,Ved Østbanegade 181,,Øvrige,100.0,,511,POINT (12.587991969930691 55.71021539682167)
taellestationer.512,979,VESTER VOLDGADE-FREDERIKSBERGGADE-RÅDHUSPLADSEN,,,Øvrige,101.0,,512,POINT (12.569246065750429 55.67637649486116)
taellestationer.513,980,LINDE ALLÉ,Vest for Grøndalsparkvej,,Øvrige,100.0,,513,POINT (12.491933835268403 55.68282965815699)
taellestationer.514,981,KRYDS NØRREBROGADE/ELMEGADE/STENGADE,,,Øvrige,101.0,,514,POINT (12.55741223930983 55.68913374600152)
taellestationer.515,982,FREDERIKSHOLMS KANAL,Mellem Stormgade og Ny Vestergade,12,Øvrige,100.0,,515,POINT (12.576116603519512 55.6750887363926)
taellestationer.516,983,SUNDSHOLMSVEJ,Krydsende Sundholmsvej ved nr. 43 (ved Brigadevej),-,Øvrige,100.0,,516,POINT (12.5974141732321 55.66143952962631)
taellestationer.517,984,SUNDSHOLMSVEJ,Krydsende Sundholmsvej ved nr. 95 (ved Skotland Plads),-,Øvrige,100.0,,517,POINT (12.60367004302193 55.657837996813356)
taellestationer.518,985,CYKELSLANGEN,,,Andre faste tællinger,3.0,,518,POINT (12.564154405056602 55.66249140018991)
taellestationer.519,986,KRYDS ENGHAVEVEJ/INGERSLEVSGADE/VIGERSLEV ALLÉ,,,Øvrige,101.0,,519,POINT (12.541651193366636 55.662744697792164)
taellestationer.520,987,KRYDS: KRONPRINSESSEGADE/SØLVGADE,,,Øvrige,101.0,,520,POINT (12.583574113802348 55.68604274176073)
taellestationer.521,988,KRYDS: KRONPRINSESSEGADE/GOTHERSGADE,,,Øvrige,101.0,,521,POINT (12.58074135288221 55.68266236922106)
taellestationer.522,989,VOGNMAGERGADE,Nordvest for Møntergade,,Andre faste tællinger,3.0,,522,POINT (12.579412836149812 55.68209995942374)
taellestationer.523,990,SKELBÆKGADE,Skelbækgade NV for Ingerslevsgade,42,Øvrige,100.0,,523,POINT (12.557845329880198 55.66590158673641)
taellestationer.524,991,STI UNDER TAGENSVEJ,Sti under Tagensvej,,Øvrige,100.0,,524,POINT (12.54185714463311 55.70688984987016)
taellestationer.525,992,AMAGER FÆLLED,Cykelruten,,Øvrige,100.0,,525,POINT (12.577475301553122 55.6598119670168)
taellestationer.526,993,RYVANGSRUTEN,Indgang 1 (Nord),,Øvrige,100.0,,526,POINT (12.564277729571675 55.722730032410944)
