database_id,TS,VEJNAVN,ÅR,DATO,KATEGORI,SUM ANTAL,ÅDT,HDT
6767,45,SØNDERKÆR syd for Holbækmotorvejen,2023,2023-05-10,A+B: KØRETØJER I ALT,4032,4700.0,5300.0
6767,45,SØNDERKÆR syd for Holbækmotorvejen,2023,2023-05-10,CYKLER + KNALLERTER I ALT,1185,1200.0,1400.0
5456,49,Tuborgvej sv.f. Lundedalsvej ,2013,2013-04-23,A+B: KØRETØJER I ALT,23608,27600.0,30900.0
5456,49,Tuborgvej sv.f. Lundedalsvej ,2013,2013-04-23,CYKLER + KNALLERTER I ALT,2352,2400.0,2900.0
5588,49,TUBORGVEJ 157 sydvest for Lundedalsvej ,2014,2014-05-07,A+B: KØRETØJER I ALT,25223,29500.0,33000.0
5588,49,TUBORGVEJ 157 sydvest for Lundedalsvej ,2014,2014-05-07,CYKLER + KNALLERTER I ALT,2243,2300.0,2700.0
5732,49,TUBORGVEJ 157 sv.f. Lundedalsvej ,2015,2015-04-15,A+B: KØRETØJER I ALT,24118,28200.0,31600.0
5732,49,TUBORGVEJ 157 sv.f. Lundedalsvej ,2015,2015-04-15,CYKLER + KNALLERTER I ALT,2607,2700.0,3200.0
5868,49,TUBORGVEJ 157 sv.f. Lundedalsvej,2016,2016-04-20,A+B: KØRETØJER I ALT,25317,29600.0,33200.0
5868,49,TUBORGVEJ 157 sv.f. Lundedalsvej,2016,2016-04-20,CYKLER + KNALLERTER I ALT,2969,3100.0,3600.0
5982,49,TUBORGVEJ 157 sv.f. Lundedalsvej,2017,2017-05-16,A+B: KØRETØJER I ALT,24637,28800.0,32300.0
5982,49,TUBORGVEJ 157 sv.f. Lundedalsvej,2017,2017-05-16,CYKLER + KNALLERTER I ALT,2938,3000.0,3600.0
6107,49,TUBORGVEJ 157 sv.f. Lundedalsvej,2018,2018-05-17,A+B: KØRETØJER I ALT,25017,29300.0,32800.0
6107,49,TUBORGVEJ 157 sv.f. Lundedalsvej,2018,2018-05-17,CYKLER + KNALLERTER I ALT,3594,3700.0,4400.0
6260,49,TUBORGVEJ 157 sv.f. Lundedalsvej,2019,2019-05-15,A+B: KØRETØJER I ALT,25812,30200.0,33800.0
6260,49,TUBORGVEJ 157 sv.f. Lundedalsvej,2019,2019-05-15,CYKLER + KNALLERTER I ALT,3483,3600.0,4200.0
6368,49,TUBORGVEJ 157 sv.f. Lundedalsvej,2020,2020-08-20,A+B: KØRETØJER I ALT,21900,25600.0,28700.0
6368,49,TUBORGVEJ 157 sv.f. Lundedalsvej,2020,2020-08-20,CYKLER + KNALLERTER I ALT,3494,3600.0,4300.0
6472,49,TUBORGVEJ 157 sv.f. Lundedalsvej,2021,2021-06-09,A+B: KØRETØJER I ALT,21286,24900.0,27900.0
6472,49,TUBORGVEJ 157 sv.f. Lundedalsvej,2021,2021-06-09,CYKLER + KNALLERTER I ALT,3286,3400.0,4000.0
6617,49,TUBORGVEJ 157 sydvest for Lundedalsvej,2022,2022-05-17,A+B: KØRETØJER I ALT,21470,25100.0,28100.0
6617,49,TUBORGVEJ 157 sydvest for Lundedalsvej,2022,2022-05-17,CYKLER + KNALLERTER I ALT,3385,3500.0,4100.0
6774,49,TUBORGVEJ 157 sydvest for Lundedalsvej,2023,2023-05-23,A+B: KØRETØJER I ALT,22646,26500.0,29700.0
6774,49,TUBORGVEJ 157 sydvest for Lundedalsvej,2023,2023-05-23,CYKLER + KNALLERTER I ALT,2512,2600.0,3100.0
5470,55,Vigerslev Allé v.f. Vigerslevvej ,2013,2013-04-17,A+B: KØRETØJER I ALT,5475,6400.0,7200.0
5470,55,Vigerslev Allé v.f. Vigerslevvej ,2013,2013-04-17,CYKLER + KNALLERTER I ALT,1473,1500.0,1800.0
5603,55,VIGERSLEV ALLÉ vest for Vigerslevvej ,2014,2014-06-19,A+B: KØRETØJER I ALT,4343,5100.0,5700.0
5603,55,VIGERSLEV ALLÉ vest for Vigerslevvej ,2014,2014-06-19,CYKLER + KNALLERTER I ALT,1747,1800.0,2100.0
5746,55,VIGERSLEV ALLÉ v.f. Vigerslevvej ,2015,2015-04-28,A+B: KØRETØJER I ALT,626,700.0,800.0
5746,55,VIGERSLEV ALLÉ v.f. Vigerslevvej ,2015,2015-04-28,CYKLER + KNALLERTER I ALT,1421,1500.0,1700.0
5875,55,VIGERSLEV ALLÉ v.f. Vigerslevvej,2016,2016-04-28,A+B: KØRETØJER I ALT,624,700.0,800.0
5875,55,VIGERSLEV ALLÉ v.f. Vigerslevvej,2016,2016-04-28,CYKLER + KNALLERTER I ALT,942,1000.0,1100.0
5988,55,VIGERSLEV ALLÉ v.f. Vigerslevvej,2017,2017-11-28,A+B: KØRETØJER I ALT,4445,5200.0,5800.0
5988,55,VIGERSLEV ALLÉ v.f. Vigerslevvej,2017,2017-11-28,CYKLER + KNALLERTER I ALT,1316,1400.0,1600.0
6114,55,VIGERSLEV ALLÉ v.f. Vigerslevvej,2018,2018-06-07,A+B: KØRETØJER I ALT,4076,4800.0,5300.0
6114,55,VIGERSLEV ALLÉ v.f. Vigerslevvej,2018,2018-06-07,CYKLER + KNALLERTER I ALT,2396,2500.0,2900.0
6268,55,VIGERSLEV ALLÉ v.f. Vigerslevvej,2019,2019-05-08,A+B: KØRETØJER I ALT,5477,6400.0,7200.0
6268,55,VIGERSLEV ALLÉ v.f. Vigerslevvej,2019,2019-05-08,CYKLER + KNALLERTER I ALT,1780,1800.0,2200.0
6372,55,VIGERSLEV ALLÉ v.f. Vigerslevvej,2020,2020-06-25,A+B: KØRETØJER I ALT,4336,5100.0,5700.0
6372,55,VIGERSLEV ALLÉ v.f. Vigerslevvej,2020,2020-06-25,CYKLER + KNALLERTER I ALT,2521,2600.0,3100.0
6478,55,VIGERSLEV ALLÉ v.f. Vigerslevvej,2021,2021-06-01,A+B: KØRETØJER I ALT,4838,5700.0,6300.0
6478,55,VIGERSLEV ALLÉ v.f. Vigerslevvej,2021,2021-06-01,CYKLER + KNALLERTER I ALT,2251,2300.0,2700.0
6622,55,VIGERSLEV ALLÉ vest for Vigerslevvej,2022,2022-05-04,A+B: KØRETØJER I ALT,4309,5000.0,5600.0
6622,55,VIGERSLEV ALLÉ vest for Vigerslevvej,2022,2022-05-04,CYKLER + KNALLERTER I ALT,2389,2500.0,2900.0
6784,55,VIGERSLEV ALLÉ sydvest for Vigerslevvej,2023,2023-05-10,A+B: KØRETØJER I ALT,4255,5000.0,5600.0
6784,55,VIGERSLEV ALLÉ sydvest for Vigerslevvej,2023,2023-05-10,CYKLER + KNALLERTER I ALT,2156,2200.0,2600.0
5491,57,ØSTBANEGADE n.f. Classensgade ,2013,2013-09-24,A+B: KØRETØJER I ALT,1214,1400.0,1600.0
5491,57,ØSTBANEGADE n.f. Classensgade ,2013,2013-09-24,CYKLER + KNALLERTER I ALT,1509,1600.0,1800.0
5632,57,ØSTBANEGADE n.f. Classensgade ,2014,2014-09-24,A+B: KØRETØJER I ALT,731,900.0,1000.0
5632,57,ØSTBANEGADE n.f. Classensgade ,2014,2014-09-24,CYKLER + KNALLERTER I ALT,1248,1300.0,1500.0
5773,57,ØSTBANEGADE n.f. Classensgade ,2015,2015-09-15,A+B: KØRETØJER I ALT,703,800.0,900.0
5773,57,ØSTBANEGADE n.f. Classensgade ,2015,2015-09-15,CYKLER + KNALLERTER I ALT,1502,1500.0,1800.0
5877,57,ØSTBANEGADE n.f. Classensgade,2016,2016-09-22,A+B: KØRETØJER I ALT,646,800.0,800.0
5877,57,ØSTBANEGADE n.f. Classensgade,2016,2016-09-22,CYKLER + KNALLERTER I ALT,2233,2300.0,2700.0
5989,57,ØSTBANEGADE n.f. Classensgade,2017,2017-09-07,A+B: KØRETØJER I ALT,661,800.0,900.0
5989,57,ØSTBANEGADE n.f. Classensgade,2017,2017-09-07,CYKLER + KNALLERTER I ALT,1750,1800.0,2100.0
6116,57,ØSTBANEGADE n.f. Classensgade,2018,2018-09-06,A+B: KØRETØJER I ALT,443,500.0,600.0
6116,57,ØSTBANEGADE n.f. Classensgade,2018,2018-09-06,CYKLER + KNALLERTER I ALT,2183,2200.0,2700.0
6271,57,ØSTBANEGADE n.f. Classensgade - Ensrettet,2019,2019-09-05,A+B: KØRETØJER I ALT,361,400.0,500.0
6271,57,ØSTBANEGADE n.f. Classensgade - Ensrettet,2019,2019-09-05,CYKLER + KNALLERTER I ALT,2366,2400.0,2900.0
6374,57,ØSTBANEGADE n.f. Classensgade,2020,2020-09-24,A+B: KØRETØJER I ALT,333,400.0,400.0
6374,57,ØSTBANEGADE n.f. Classensgade,2020,2020-09-24,CYKLER + KNALLERTER I ALT,2169,2200.0,2600.0
6481,57,ØSTBANEGADE n.f. Classensgade,2021,2021-09-23,A+B: KØRETØJER I ALT,518,600.0,700.0
6481,57,ØSTBANEGADE n.f. Classensgade,2021,2021-09-23,CYKLER + KNALLERTER I ALT,1519,1600.0,1900.0
6624,57,ØSTBANEGADE n.f. Classensgade,2022,2022-09-08,A+B: KØRETØJER I ALT,497,600.0,700.0
6624,57,ØSTBANEGADE n.f. Classensgade,2022,2022-09-08,CYKLER + KNALLERTER I ALT,2249,2300.0,2700.0
6786,57,ØSTBANEGADE nord for Classensgade (ensrettet),2023,2023-09-13,A+B: KØRETØJER I ALT,763,900.0,1000.0
6786,57,ØSTBANEGADE nord for Classensgade (ensrettet),2023,2023-09-13,CYKLER + KNALLERTER I ALT,2616,2700.0,3200.0
5651,59,ØSTERBROGADE n.f. Classensgade ,2014,2014-09-02,A+B: KØRETØJER I ALT,17168,20100.0,22500.0
5651,59,ØSTERBROGADE n.f. Classensgade ,2014,2014-09-02,CYKLER + KNALLERTER I ALT,20574,21200.0,25100.0
5790,59,ØSTERBROGADE n.f. Classensgade ,2015,2015-09-15,A+B: KØRETØJER I ALT,17159,20100.0,22500.0
5790,59,ØSTERBROGADE n.f. Classensgade ,2015,2015-09-15,CYKLER + KNALLERTER I ALT,17478,18000.0,21300.0
5880,59,ØSTERBROGADE n.f. Classensgade,2016,2016-09-20,A+B: KØRETØJER I ALT,16961,19800.0,22200.0
5880,59,ØSTERBROGADE n.f. Classensgade,2016,2016-09-20,CYKLER + KNALLERTER I ALT,20644,21300.0,25200.0
5991,59,ØSTERBROGADE n.f. Classensgade,2017,2017-09-19,A+B: KØRETØJER I ALT,17251,20200.0,22600.0
5991,59,ØSTERBROGADE n.f. Classensgade,2017,2017-09-19,CYKLER + KNALLERTER I ALT,18601,19200.0,22700.0
6120,59,ØSTERBROGADE n.f. Classensgade,2018,2018-09-06,A+B: KØRETØJER I ALT,15294,17900.0,20000.0
6120,59,ØSTERBROGADE n.f. Classensgade,2018,2018-09-06,CYKLER + KNALLERTER I ALT,20707,21300.0,25300.0
6274,59,ØSTERBROGADE n.f. Classensgade,2019,2019-09-05,A+B: KØRETØJER I ALT,16292,19100.0,21300.0
6274,59,ØSTERBROGADE n.f. Classensgade,2019,2019-09-05,CYKLER + KNALLERTER I ALT,18062,18600.0,22000.0
6376,59,ØSTERBROGADE n.f. Classensgade,2020,2020-09-24,A+B: KØRETØJER I ALT,15326,17900.0,20100.0
6376,59,ØSTERBROGADE n.f. Classensgade,2020,2020-09-24,CYKLER + KNALLERTER I ALT,18701,19300.0,22800.0
6484,59,ØSTERBROGADE n.f. Classensgade,2021,2021-09-16,A+B: KØRETØJER I ALT,5937,6900.0,7800.0
6484,59,ØSTERBROGADE n.f. Classensgade,2021,2021-09-16,CYKLER + KNALLERTER I ALT,15901,16400.0,19400.0
6627,59,ØSTERBROGADE nord for Classensgade,2022,2022-09-07,A+B: KØRETØJER I ALT,11824,13800.0,15500.0
6627,59,ØSTERBROGADE nord for Classensgade,2022,2022-09-07,CYKLER + KNALLERTER I ALT,20406,21000.0,24900.0
6790,59,ØSTERBROGADE nord for Classensgade,2023,2023-09-07,A+B: KØRETØJER I ALT,15003,17600.0,19700.0
6790,59,ØSTERBROGADE nord for Classensgade,2023,2023-09-07,CYKLER + KNALLERTER I ALT,20811,21400.0,25400.0
4107,62,Amagerbrogade s.f. Adriansvej ,2013,2013-04-18,A+B: KØRETØJER I ALT,9536,11200.0,12500.0
4107,62,Amagerbrogade s.f. Adriansvej ,2013,2013-04-18,CYKLER + KNALLERTER I ALT,3040,3100.0,3700.0
5553,62,AMAGERBROGADE 289 syd for Adriansvej ,2014,2014-05-20,A+B: KØRETØJER I ALT,9362,11000.0,12300.0
5553,62,AMAGERBROGADE 289 syd for Adriansvej ,2014,2014-05-20,CYKLER + KNALLERTER I ALT,3918,4000.0,4800.0
5698,62,AMAGERBROGADE 289 s.f. Adriansvej ,2015,2015-04-16,A+B: KØRETØJER I ALT,9591,11200.0,12600.0
5698,62,AMAGERBROGADE 289 s.f. Adriansvej ,2015,2015-04-16,CYKLER + KNALLERTER I ALT,3062,3200.0,3700.0
5888,62,AMAGERBROGADE 289 s.f. Adriansvej,2016,2016-05-03,A+B: KØRETØJER I ALT,9960,11700.0,13000.0
5888,62,AMAGERBROGADE 289 s.f. Adriansvej,2016,2016-05-03,CYKLER + KNALLERTER I ALT,3390,3500.0,4100.0
5998,62,AMAGERBROGADE 289 s.f. Adriansvej,2017,2017-08-28,A+B: KØRETØJER I ALT,9261,10800.0,12100.0
5998,62,AMAGERBROGADE 289 s.f. Adriansvej,2017,2017-08-28,CYKLER + KNALLERTER I ALT,3497,3600.0,4300.0
6129,62,AMAGERBROGADE 289 s.f. Adriansvej,2018,2018-05-31,A+B: KØRETØJER I ALT,7988,9300.0,10500.0
6129,62,AMAGERBROGADE 289 s.f. Adriansvej,2018,2018-05-31,CYKLER + KNALLERTER I ALT,3742,3900.0,4600.0
6283,62,AMAGERBROGADE 289 s.f. Adriansvej,2019,2019-05-07,A+B: KØRETØJER I ALT,8275,9700.0,10800.0
6283,62,AMAGERBROGADE 289 s.f. Adriansvej,2019,2019-05-07,CYKLER + KNALLERTER I ALT,2767,2900.0,3400.0
6382,62,AMAGERBROGADE 289 s.f. Adriansvej,2020,2020-06-23,A+B: KØRETØJER I ALT,8505,10000.0,11100.0
6382,62,AMAGERBROGADE 289 s.f. Adriansvej,2020,2020-06-23,CYKLER + KNALLERTER I ALT,3772,3900.0,4600.0
6491,62,AMAGERBROGADE 289 s.f. Adriansvej,2021,2021-05-26,A+B: KØRETØJER I ALT,9063,10600.0,11900.0
6491,62,AMAGERBROGADE 289 s.f. Adriansvej,2021,2021-05-26,CYKLER + KNALLERTER I ALT,2568,2600.0,3100.0
6633,62,AMAGERBROGADE 289 syd for Adriansvej,2022,2022-05-03,A+B: KØRETØJER I ALT,8954,10500.0,11700.0
6633,62,AMAGERBROGADE 289 syd for Adriansvej,2022,2022-05-03,CYKLER + KNALLERTER I ALT,3328,3400.0,4100.0
6800,62,AMAGERBROGADE 264 syd for Adriansvej,2023,2023-05-03,A+B: KØRETØJER I ALT,9844,11500.0,12900.0
6800,62,AMAGERBROGADE 264 syd for Adriansvej,2023,2023-05-03,CYKLER + KNALLERTER I ALT,3604,3700.0,4400.0
4122,63,Amager Strandvej s.f. Hedegaardsvej ,2013,2013-04-18,A+B: KØRETØJER I ALT,10111,11800.0,13200.0
4122,63,Amager Strandvej s.f. Hedegaardsvej ,2013,2013-04-18,CYKLER + KNALLERTER I ALT,412,400.0,500.0
5568,63,AMAGER STRANDVEJ syd for Hedegårdsvej ,2014,2014-05-22,A+B: KØRETØJER I ALT,11572,13500.0,15200.0
5568,63,AMAGER STRANDVEJ syd for Hedegårdsvej ,2014,2014-05-22,CYKLER + KNALLERTER I ALT,1032,1100.0,1300.0
5714,63,AMAGER STRANDVEJ s.f. Hedegårdsvej ,2015,2015-04-16,A+B: KØRETØJER I ALT,9965,11700.0,13100.0
5714,63,AMAGER STRANDVEJ s.f. Hedegårdsvej ,2015,2015-04-16,CYKLER + KNALLERTER I ALT,371,400.0,500.0
5890,63,AMAGER STRANDVEJ s.f. Hedegårdsvej,2016,2016-04-14,A+B: KØRETØJER I ALT,12071,14100.0,15800.0
5890,63,AMAGER STRANDVEJ s.f. Hedegårdsvej,2016,2016-04-14,CYKLER + KNALLERTER I ALT,498,500.0,600.0
6000,63,AMAGER STRANDVEJ s.f. Hedegårdsvej,2017,2017-05-09,A+B: KØRETØJER I ALT,12008,14000.0,15700.0
6000,63,AMAGER STRANDVEJ s.f. Hedegårdsvej,2017,2017-05-09,CYKLER + KNALLERTER I ALT,1122,1200.0,1400.0
6132,63,AMAGER STRANDVEJ s.f. Hedegårdsvej,2018,2018-05-30,A+B: KØRETØJER I ALT,12935,15100.0,16900.0
6132,63,AMAGER STRANDVEJ s.f. Hedegårdsvej,2018,2018-05-30,CYKLER + KNALLERTER I ALT,1324,1400.0,1600.0
6284,63,AMAGER STRANDVEJ s.f. Hedegårdsvej,2019,2019-05-07,A+B: KØRETØJER I ALT,11959,14000.0,15700.0
6284,63,AMAGER STRANDVEJ s.f. Hedegårdsvej,2019,2019-05-07,CYKLER + KNALLERTER I ALT,470,500.0,600.0
6383,63,AMAGER STRANDVEJ s.f. Hedegårdsvej,2020,2020-06-23,A+B: KØRETØJER I ALT,12177,14200.0,16000.0
6383,63,AMAGER STRANDVEJ s.f. Hedegårdsvej,2020,2020-06-23,CYKLER + KNALLERTER I ALT,1670,1700.0,2000.0
6493,63,AMAGER STRANDVEJ s.f. Hedegårdsvej,2021,2021-05-26,A+B: KØRETØJER I ALT,11174,13100.0,14600.0
6493,63,AMAGER STRANDVEJ s.f. Hedegårdsvej,2021,2021-05-26,CYKLER + KNALLERTER I ALT,412,400.0,500.0
6636,63,AMAGER STRANDVEJ syd for Hedegaardsvej,2022,2022-05-03,A+B: KØRETØJER I ALT,11942,14000.0,15600.0
6636,63,AMAGER STRANDVEJ syd for Hedegaardsvej,2022,2022-05-03,CYKLER + KNALLERTER I ALT,915,900.0,1100.0
6804,63,AMAGER STRANDVEJ syd for Hedegaardsvej,2023,2023-05-03,A+B: KØRETØJER I ALT,11764,13800.0,15400.0
6804,63,AMAGER STRANDVEJ syd for Hedegaardsvej,2023,2023-05-03,CYKLER + KNALLERTER I ALT,972,1000.0,1200.0
4095,67,Enghavevej 200 nv.f. P. Knudsens Gade ,2013,2013-05-15,A+B: KØRETØJER I ALT,17911,21000.0,23500.0
4095,67,Enghavevej 200 nv.f. P. Knudsens Gade ,2013,2013-05-15,CYKLER + KNALLERTER I ALT,6794,7000.0,8300.0
5533,67,ENGHAVEVEJ 200 nord for P Knudsens Pl ,2014,2014-05-27,A+B: KØRETØJER I ALT,16853,19700.0,22100.0
5533,67,ENGHAVEVEJ 200 nord for P Knudsens Pl ,2014,2014-05-27,CYKLER + KNALLERTER I ALT,6792,7000.0,8300.0
5684,67,ENGHAVEVEJ 200 n.f. P. Knudsens Plads ,2015,2015-04-23,A+B: KØRETØJER I ALT,17065,20000.0,22400.0
5684,67,ENGHAVEVEJ 200 n.f. P. Knudsens Plads ,2015,2015-04-23,CYKLER + KNALLERTER I ALT,6949,7200.0,8500.0
5894,67,ENGHAVEVEJ 200 n.f. P. Knudsens Plads,2016,2016-05-24,A+B: KØRETØJER I ALT,16230,19000.0,21300.0
5894,67,ENGHAVEVEJ 200 n.f. P. Knudsens Plads,2016,2016-05-24,CYKLER + KNALLERTER I ALT,8240,8500.0,10100.0
6004,67,ENGHAVEVEJ 200 n.f. P. Knudsens Plads,2017,2017-05-30,A+B: KØRETØJER I ALT,16297,19100.0,21300.0
6004,67,ENGHAVEVEJ 200 n.f. P. Knudsens Plads,2017,2017-05-30,CYKLER + KNALLERTER I ALT,7472,7700.0,9100.0
6137,67,ENGHAVEVEJ 200 n.f. P. Knudsens Plads,2018,2018-06-12,A+B: KØRETØJER I ALT,16835,19700.0,22100.0
6137,67,ENGHAVEVEJ 200 n.f. P. Knudsens Plads,2018,2018-06-12,CYKLER + KNALLERTER I ALT,8751,9000.0,10700.0
6293,67,ENGHAVEVEJ 200 n.f. P. Knudsens Plads,2019,2019-05-23,A+B: KØRETØJER I ALT,18395,21500.0,24100.0
6293,67,ENGHAVEVEJ 200 n.f. P. Knudsens Plads,2019,2019-05-23,CYKLER + KNALLERTER I ALT,9297,9600.0,11300.0
6386,67,ENGHAVEVEJ 200 n.f. P. Knudsens Plads,2020,2020-08-26,A+B: KØRETØJER I ALT,15847,18500.0,20800.0
6386,67,ENGHAVEVEJ 200 n.f. P. Knudsens Plads,2020,2020-08-26,CYKLER + KNALLERTER I ALT,9201,9500.0,11200.0
6500,67,ENGHAVEVEJ 200 n.f. P. Knudsens Plads,2021,2021-05-27,A+B: KØRETØJER I ALT,16243,19000.0,21300.0
6500,67,ENGHAVEVEJ 200 n.f. P. Knudsens Plads,2021,2021-05-27,CYKLER + KNALLERTER I ALT,7187,7400.0,8800.0
6639,67,ENGHAVEVEJ 200 nord for P. Knudsens Plads,2022,2022-05-11,A+B: KØRETØJER I ALT,15698,18400.0,20600.0
6639,67,ENGHAVEVEJ 200 nord for P. Knudsens Plads,2022,2022-05-11,CYKLER + KNALLERTER I ALT,8901,9200.0,10900.0
6813,67,ENGHAVEVEJ 200 nord for P. Knudsens Gade,2023,2023-06-21,A+B: KØRETØJER I ALT,16847,19700.0,22100.0
6813,67,ENGHAVEVEJ 200 nord for P. Knudsens Gade,2023,2023-06-21,CYKLER + KNALLERTER I ALT,10293,10600.0,12600.0
5457,69,FREDENSBRO ,2013,2013-09-19,A+B: KØRETØJER I ALT,33399,39100.0,43800.0
5457,69,FREDENSBRO ,2013,2013-09-19,CYKLER + KNALLERTER I ALT,16538,17000.0,20200.0
5589,69,FREDENSBRO ,2014,2014-09-16,A+B: KØRETØJER I ALT,28772,33700.0,37700.0
5589,69,FREDENSBRO ,2014,2014-09-16,CYKLER + KNALLERTER I ALT,16573,17100.0,20200.0
5733,69,FREDENSBRO ,2015,2015-09-08,A+B: KØRETØJER I ALT,31383,36700.0,41100.0
5733,69,FREDENSBRO ,2015,2015-09-08,CYKLER + KNALLERTER I ALT,17868,18400.0,21800.0
5899,69,FREDENSBRO,2016,2016-09-20,A+B: KØRETØJER I ALT,32946,38500.0,43200.0
5899,69,FREDENSBRO,2016,2016-09-20,CYKLER + KNALLERTER I ALT,18600,19200.0,22700.0
6012,69,FREDENSBRO,2017,2017-09-20,A+B: KØRETØJER I ALT,32101,37600.0,42100.0
6012,69,FREDENSBRO,2017,2017-09-20,CYKLER + KNALLERTER I ALT,17127,17600.0,20900.0
6141,69,FREDENSBRO,2018,2018-09-06,A+B: KØRETØJER I ALT,29780,34800.0,39000.0
6141,69,FREDENSBRO,2018,2018-09-06,CYKLER + KNALLERTER I ALT,17878,18400.0,21800.0
6296,69,FREDENSBRO,2019,2019-09-05,A+B: KØRETØJER I ALT,29799,34900.0,39000.0
6296,69,FREDENSBRO,2019,2019-09-05,CYKLER + KNALLERTER I ALT,16008,16500.0,19500.0
6388,69,FREDENSBRO,2020,2020-09-02,A+B: KØRETØJER I ALT,31929,37400.0,41800.0
6388,69,FREDENSBRO,2020,2020-09-02,CYKLER + KNALLERTER I ALT,18732,19300.0,22900.0
6508,69,FREDENSBRO,2021,2021-09-14,A+B: KØRETØJER I ALT,34173,40000.0,44800.0
6508,69,FREDENSBRO,2021,2021-09-14,CYKLER + KNALLERTER I ALT,18175,18700.0,22200.0
6643,69,FREDENSBRO,2022,2022-09-07,A+B: KØRETØJER I ALT,31209,36500.0,40900.0
6643,69,FREDENSBRO,2022,2022-09-07,CYKLER + KNALLERTER I ALT,17464,18000.0,21300.0
6820,69,FREDENSBRO,2023,2023-09-07,A+B: KØRETØJER I ALT,29143,34100.0,38200.0
6820,69,FREDENSBRO,2023,2023-09-07,CYKLER + KNALLERTER I ALT,17279,17800.0,21100.0
5499,70,GRØNNEMOSE ALLÈ v.f. Moseskellet ,2013,2013-09-25,A+B: KØRETØJER I ALT,1578,1800.0,2100.0
5499,70,GRØNNEMOSE ALLÈ v.f. Moseskellet ,2013,2013-09-25,CYKLER + KNALLERTER I ALT,1162,1200.0,1400.0
5644,70,GRØNNEMOSE ALLÉ 34 vest for Moseskellet ,2014,2014-05-07,A+B: KØRETØJER I ALT,1574,1800.0,2100.0
5644,70,GRØNNEMOSE ALLÉ 34 vest for Moseskellet ,2014,2014-05-07,CYKLER + KNALLERTER I ALT,849,900.0,1000.0
5781,70,GRØNNEMOSE ALLÉ 34 v.f. Moseskellet ,2015,2015-05-27,A+B: KØRETØJER I ALT,1600,1900.0,2100.0
5781,70,GRØNNEMOSE ALLÉ 34 v.f. Moseskellet ,2015,2015-05-27,CYKLER + KNALLERTER I ALT,1331,1400.0,1600.0
5903,70,GRØNNEMOSE ALLÉ 34 v.f. Moseskellet,2016,2016-04-26,A+B: KØRETØJER I ALT,1974,2300.0,2600.0
5903,70,GRØNNEMOSE ALLÉ 34 v.f. Moseskellet,2016,2016-04-26,CYKLER + KNALLERTER I ALT,845,900.0,1000.0
6015,70,GRØNNEMOSE ALLÉ 34 v.f. Moseskellet,2017,2017-05-18,A+B: KØRETØJER I ALT,2094,2400.0,2700.0
6015,70,GRØNNEMOSE ALLÉ 34 v.f. Moseskellet,2017,2017-05-18,CYKLER + KNALLERTER I ALT,1613,1700.0,2000.0
6145,70,GRØNNEMOSE ALLÉ 34 v.f. Moseskellet,2018,2018-05-17,A+B: KØRETØJER I ALT,2047,2400.0,2700.0
6145,70,GRØNNEMOSE ALLÉ 34 v.f. Moseskellet,2018,2018-05-17,CYKLER + KNALLERTER I ALT,1638,1700.0,2000.0
6299,70,GRØNNEMOSE ALLÉ 34 v.f. Moseskellet,2019,2019-05-15,A+B: KØRETØJER I ALT,2440,2900.0,3200.0
6299,70,GRØNNEMOSE ALLÉ 34 v.f. Moseskellet,2019,2019-05-15,CYKLER + KNALLERTER I ALT,1556,1600.0,1900.0
6390,70,GRØNNEMOSE ALLÉ 34 v.f. Moseskellet,2020,2020-08-20,A+B: KØRETØJER I ALT,1967,2300.0,2600.0
6390,70,GRØNNEMOSE ALLÉ 34 v.f. Moseskellet,2020,2020-08-20,CYKLER + KNALLERTER I ALT,1413,1500.0,1700.0
6511,70,GRØNNEMOSE ALLÉ 34 v.f. Moseskellet,2021,2021-06-16,A+B: KØRETØJER I ALT,1883,2200.0,2500.0
6511,70,GRØNNEMOSE ALLÉ 34 v.f. Moseskellet,2021,2021-06-16,CYKLER + KNALLERTER I ALT,1417,1500.0,1700.0
6646,70,GRØNNEMOSE ALLÉ 34 vest for Moseskellet,2022,2022-05-17,A+B: KØRETØJER I ALT,1682,2000.0,2200.0
6646,70,GRØNNEMOSE ALLÉ 34 vest for Moseskellet,2022,2022-05-17,CYKLER + KNALLERTER I ALT,1683,1700.0,2100.0
6824,70,GRØNNEMOSE ALLÉ 34 vest for Moseskellet,2023,2023-06-06,A+B: KØRETØJER I ALT,1765,2100.0,2300.0
6824,70,GRØNNEMOSE ALLÉ 34 vest for Moseskellet,2023,2023-06-06,CYKLER + KNALLERTER I ALT,1861,1900.0,2300.0
5524,71,Horsebakken n.f. Mosesvinget ,2013,2013-06-04,A+B: KØRETØJER I ALT,2370,2800.0,3100.0
5670,71,HORSEBAKKEN 63 n.f. Mosesvinget ,2014,2014-06-11,A+B: KØRETØJER I ALT,2390,2800.0,3100.0
5670,71,HORSEBAKKEN 63 n.f. Mosesvinget ,2014,2014-06-11,CYKLER + KNALLERTER I ALT,736,800.0,900.0
5806,71,HORSEBAKKEN 63 n.f. Mosesvinget ,2015,2015-04-16,A+B: KØRETØJER I ALT,2312,2700.0,3000.0
5806,71,HORSEBAKKEN 63 n.f. Mosesvinget ,2015,2015-04-16,CYKLER + KNALLERTER I ALT,863,900.0,1100.0
5905,71,HORSEBAKKEN 63 n.f. Mosesvinget,2016,2016-04-26,A+B: KØRETØJER I ALT,2609,3100.0,3400.0
